audio_path|speaker_id|speaker_name|role|gender|language|start_sec|end_sec|duration|text|text_words|text_chars|style|sample_rate
wavs/SPEAKER_01/0006_00415.50-00429.00.wav|G|Гүлзада Таалайбекова|host|F|ky|415.50|429.00|13.50|а салышыбыз керек чоң рахмат эң сонун айттыңыз ал эми мына ушул угуу менен сүйлөөнүн бири бирине айкаштыгы боюнча кеп кылсаңыз анткени көпчүлүгүбүз балким укпастан улам дагы сөздү көп түшүнбөй калабыз да|32|203|conversational|44100
wavs/SPEAKER_00/0006_00429.00-00557.66.wav|N|Нуркыз Кадырбекова|guest|F|ky|429.00|557.66|128.66|ооба ооба азыр мен өзү баягы сүйлөшүү маданияты боюнча мыну жергиликтүү кеңеште депутатмын анан банкта иштеп атам анан ишкерлик кылам тамада болом журналист болом дегенди өтө көп окуттук да кудайдын кулагы кубансын бир отуз миңдей адамды окуттук мына ошол жерде бир нерсени билем кичине эле сөз багып китеп окуп сөз байлыгы көбөйүп калса ошо кооздоп эле сүйлөсөм дейт да ушу шаңкылдап эле мен сүйлөсөм анан мынтсем кээде унчукпай коюу узак сүйлөгөндөн бир шуру сөздөн артыгыраак болуп калат да а унчукпай коюу бул угуу маданияты угуу маданияты мындай болот да биз байкайсыздарбы айрыкча айымдарда отурганда сүйлөшкүң келип калат бир окуяны бөлүшкүң келет деп коет баяндагың келет дилиңдеги бир эмоцияң энергияңды бөлүшкүң келет анан айтасың ай гүлзада азыр бир кызык окуя болбодубу азыр келатып эле таксиге чыккам анан эле капчыгымд унутуп калыптырмын анан акча таппай деп баштаганда эле сиз менин оозуман жулуп аласыз да мен да ошондой болгом дейсиз да эстеп кети ошондо бизде муну мен ушинтип коем менин автордук сөзүм оозунан жыра тартпай мода бул уга билбей калуу маектешүүнүн сыры жана таасирдүү болуунун сыры сүйлөй билүүдө эмес уга билүүдө да жатат уга билүү ооба дейбестен ошонун керектүүсүн алып анан угуп аткан мисалы сиздин алып баруу маданиятыңызда көп журналистке караганда угуп кетип аткан кептин куудулуна ылайык суроо берүү кээ бир журналист байкайсызбы өзү жазып алган суроону берип мурунку суроонун эсебинен кийинки берчүсүн жооп берип койсоң ии деп кайра ошол суроону берет бул да уга билүү уга билүү маекти көркүнө чыгарат бияктагы кишиа азыр эле жооп берсе кызык болбодубу деп айтат ошондуктан сүйлөө кандай маданиятту маанилүү болсо уга билүү андан кем эмес маанилүү болуп эсептелинет кээде уга билүү маданияты бүгүн сүйлөй билүүдөн кыйкыра билүүдөн оюн жеткирүүдөн да таңсыгыраак маанилүүрөк болуп калгандыгын белгилеп өткүм келет|281|1853|conversational|44100
wavs/SPEAKER_01/0007_00557.66-00599.73.wav|G|Гүлзада Таалайбекова|host|F|ky|557.66|599.73|42.07|ошо жакшы жооп бердиңиз нуркыз эже негизи ар бир инсанга албетте мактоо аллахка жарашат деп айтабыз бирок инсанды да кээде чындыгында айтып коюу деле бул эч кандай жакшы жактарын айтып коюу бул сөзсүз түрдө ар бир үчүн зарыл негизи сизди мындай сөз чеберчиликти таптоо жаатында мисалы кыргызстанда номер один деп мен өзүм көрөм да рахмат анткени сиздин сөз байлыгыңыз ошол эле учурда бизге жеткирип бизге мындай сүйлөп ошону түшүндүрүүңүз өтө бир жогору негизи сиздин жашооңузда негизи ушул ораторлук жака кандай келип калдыңыз жашооңузда мындай толкундануу сүрдөнүү болуп турабы ушул боюнча токтолсоңуз жакшы|92|609|conversational|44100
wavs/SPEAKER_00/0007_00599.73-00844.88.wav|N|Нуркыз Кадырбекова|guest|F|ky|599.73|844.88|245.15|айтып өтпөдүмбү менин балалыгым  оор болду элдер узун кезек нанга турчу буудай жок болуп калчу загара жеген биз бала кыргызстан ошондой болду мен эмес баардык кыргызстан ошондой жаштыкты балалыкты кечирдик анан ошол мезгилде анан ой кумтөр чуусу чыгып калды саясат деген күчөгөн мезгил кыргыздын интеллигенциясынын баары депутат төлөгөн касымбеков бегиш ааматов жана мар байжиевдер сүйлөгөндү кулагыбыз уюп укчубуз анан мен эмнегедир экономист болом дедим да экономист болом жерди иликтейм анан кумтөрдү таза кылып иштетем алгандарды колго чабам анан мен барып кыргызстанды байытам деген сезим менен эле ошого даярданып математик болуп эле жүрдүм бирок мектепте бир мугалим аябай менин кыргыз тилчи болоорума ишеним артчу алтынчы класстан баштап он биринчи клас алып кирип алып мени көркөм айттырып сабакты баягы кара сөздү кайра айтып берүү чеберчилик маданиятты үйрөнгүлө ай көзүң кашайган ук муну деп угузчу көрсө ошондо даярдап койгон экен а ошол эжекелериме да ыраазычылык андан кийинкиси чоң атам аябай сөз баккан киши болгон биз азыркылар айтат го кайнатам кайнэнем менен жашабайм депчи биз чоң ата чоң энем менен жашагандыгы үчүн эне атабызга өтө ыраазычылык билдиребиз биз улуу үйдөгүдөй кыргыздын салтындагыдай чоң атамдын улуу баласы деле эмеспиз атам кичүүсү деле эмес ушу кандайдыр бир тагдыр буйруп дайыма чектелүү тагдырдын берешендиги аллахтын буйругу каалоосу деп кабылайбыз чоң ата чоң энебиз менен чогуу жашадык укмуш өз эле мисалы эки эле сөз айтайын ары жок күлүп калсаң айтат эле ушул бей ар уйкучу бей жай күлкүчү жашоодо дайым чупуну жашайт дейт эле жетишпей жашайт эле ошондон күлө берүү жакшы эмес экендигин салабаттуулукту анан кечке уктай берүү эмес эмгекчилдикти эрте турууну адат кылдык мына бир сөз менен бир өмүргө жетчү тарбия берди а чоң энем айтчу аппак унда айып жок аны жапкан зайып жок деп бир өмүр мен кандай жубай болуп атам балдарыма татыктуу эне болдумбу деген суроо бере ала турган тартип болду мына ушул нерселерди угуп чоңоюп ошолорду анан туура эмес сүйлөсөң дайыма унчукпай эле иий деп койбой бала деп койбой жок андай эмес деп айтчу чоң атам андай болбойт антип айтылбайт деп динден да кабар болгон үчүн ошол күнүмдүк сүйлөө маданиятындагы чеберчилик менен адепти диндин талаптары менен бекемдеп берчү ошого ошол кишинин рухтарына бир фатиха болсун андан кийин атам ошондой киши болгон анан эл арасында абдан көп айтып жүрөт нуржигит кадырбеков өзү дагы жолугушууларда айтат ошол эгерде мен чечен болуп калсам анда нуркыз кадырбековнанын салымы бар деп айтат экөөбүз айтышчубуз үйдө көрсө ошону дэле баягы далилдөөгө аракет кылчубуз мыкты болууга аракет кылчубуз сабактарда да таймашчубуз баягы бир үйдө бир туугандарда удааларда деле ушундай болот го ошол да бир салым болду деп ойлойм анан сүрдөө боюнча мен жабыгыраакмын да элдин баарына эле ай деп эле ушу досум эле дей берет го ошенте бербейт м чакталуп эле досум бар алар даг жыйырма отуз жылдык анан ошого баягы мектепте иш чараларды официалдуу алып барып анан журналист болуп калдым он сегиз жашыман баштап микрофонду алып баруучу болуп калдым да мен көчө монтип микрофон ташыган кабарчы болбодум баяндамачы алып баруучу болуп калдым ал монтип отуруп сүйлөйт го кийин публикага чыккан мезгилде мен сүрдөдүм себеби адамдар ошол адабий тилдин нормасында ошол публикага чыккан статус деңгээлде сүйлөсөң кабыл албай эмне болуп атат деген нерсени бетинен көрсөтөт экен да анан мен ошолорго түшүнүктүү болуш үчүн күнүмдүк тилде эмоцияны артистизмди мимика жестти кошо баштаганда мен башка адам болуп кеткен жокмунбу артист болуп кеткен жокмунбу деген кооптонуу санаркоо менде толкундоону жаратчу кийин ошол баягы телевидениядагы чеберчилик менен мугалим катары мен бүтүп эле мугалим болдум да университетте тренер болдум анан элдин алдына чыккандагы спикерликти айкалыштыра билип калганда анан сүрдөө сезимин толук жеңүү мүмкүнчүлүгү т|578|3835|conversational|44100
wavs/SPEAKER_01/0008_00844.88-00851.13.wav|G|Гүлзада Таалайбекова|host|F|ky|844.88|851.13|6.25|демек бул учурда деле публика менен көбүрөөк аралашып жана көбүрөөк сүйлөшүш|11|76|conversational|44100
wavs/SPEAKER_00/0008_00851.13-00882.63.wav|N|Нуркыз Кадырбекова|guest|F|ky|851.13|882.63|31.50|көндүм да ошого көндүм баягы апаларыбыз сүйлөп атып эле тамак жасайт биз тиктеп турабыз го ошо карасып турсак жакшы бышчудайчы ошол сыяктуу көндүм да бул көндүм болуп эсептелинет анан ушу эли журтума рахмат алкап ой сонун сүйлөйсүң эй баягында сүйлөгөнүң тим эле жакты деп көчөдөн көрсө кыргызстандын кайсы бурчунан көрсө алкап калса бизге стимул анан азыр дагы келатып унаада да таксиде дагы менден каражат албай акысыз алып келип койду аялым аябай жакшы көрөт сизди депчи ушул да бизге стимул|79|494|conversational|44100
wavs/SPEAKER_01/0009_00882.63-00921.13.wav|G|Гүлзада Таалайбекова|host|F|ky|882.63|921.13|38.50|ооба ооба албетте бизде кыргызстанда негизи ушундай биздин сыймыктанчу сөз чеберинин ээлери бар экендиги дагы бул биздин сыймык десек болот да нуржигит кадырбеков агайыбыз менен дагы сыймыктанабыз албетте сөз чеберин таптаган мыкты инсандарсыздар десек дагы болот бул нерсеге чоң салым кошкон сиздердин чоң ата чоң энеңиздер ошол эле учурда ата энеңиздердин салымы өтө чоң экен ооба аллах ыраазы болсун анан нуркыз эже негизи китеп окуу боюнча токтолуп кетсеңиз негизи сиз кандай китептерди окуйсуз бул учурда деле сөзсүз түрдө китептерди көбүрөөк окусаңыз керек|82|562|conversational|44100
wavs/SPEAKER_00/0009_00921.13-01112.88.wav|N|Нуркыз Кадырбекова|guest|F|ky|921.13|1112.88|191.75|ооба мен окутам да окутканда баягы бири банкер болот бири экономист болот бири курулушчу болот бири сатуу менеджер бири блогер анан ошолор окуп атканда кандай китепти окусам мен кайсындай китепи сунуштайсыз деп айтат да мен ошондо биринчи айтам сага жаккан китепти оку депчи себеби китеп окуган адатка айланыш үчүн ал сага жаккан ада болуш керек мисалы мен сизди арыктаткым келсе арф баштасам сразу эле брокколи же десем мага жакпайт десе жок брокколиден башка жебейсиң дебешим керек да ошол сыяктуу балким ашкабак сизге дагы эмне жагат бадыраңчы балким смузи ыңгайлуубу селдер иче аласызбы деп отуруп анан ошонун бирөөсүн сизге жакканы менен башташым керек да анан болбосо болбой натыйжа бербей калат ошол сыяктуу эле китеп окуганда ар бир өзү табиятына китепти окуш керек бирок сөз байлыгы үчүн көркөм чыгарма керектелет бирок көркөм чыгарманын да стилдери бар да мага мисалы тарыхый романдар көлөмдүү китептер романдар психологиялык романдар аябай жагат да а кээ бир киши приключениялуу чыгарманы жакшы көрүшү мүмкүн каныбек романына окшогон окуя кубалап ой азыр үйлөнөт жетип калат деген ал жаксы ошону окуш керек бирок болгон эреже бир ичиндеги жаккан сөздү кайра эстеп калып колдонууга киргизиш керек жүз жолу укусаң деле аны практикалабасаң натыйжасы жок сизди деле айтат го организмиңизде д витамин жетпей атыптыр сиз ошону ичиңиз десе отуруп отуруп эле түнү бирде жеп кое турган болсоңуз сизде д витамин көбөйбөйт эрте менен ач карын майлуу тамак менен аз аралыктын ичинде суу менен ичсе ал эффект берген сыяктуу китепти кандай окусаңыз деле ошонун ичиндеги сизге жаккан өзгөчө көркөмдүү таасирдүү сөз же сөз айкаштарын балким бүтүндөй бир фразаны өзүңүзгө алып сиңирмейинче ал натыйжа бербейт бул бир жалпы эреже мен өзүм китеп окуганда айтпадымбы мындай өзгөчө китептерге баалайм деп азыр кайсы китеп сунуштайт элеңиз ушул турганда десе мен тургеневдин чыгармаларын жактырып окуйм кайсы китепти жактырат элеңиз десе төлөгөн касымбековдун чыгармаларын мисалы кел кел сынган кылыч эмне деген чыгарма а бүгүнкү үй бүлөлүк мамилелер боюнча жан дүйнөм боштук болуп турат мен андай тарыхты окугум келбейт десе анда мен нуржигит кадырбековдун эсине кайткан роза деген китебин сунуштамакмын себеби үй бүлөлүк мамилелерди өзүңдүн көйгөйүңү көзгө сайып көрсөтүп а кокуй ой могу мен го мени эле жазып коюптур деп ынануу менен кабыл ала турган ошол эле мезгилде мындай жан дүйнөңдү тырмай турган сөздөр менен сөз айкаштар менен жеткирген биз маани берип карабай жаткан психологиялык көйгөйлөрдү көтөргөндүгү менен баалуу да анан бир жылда бир үзбөй дайыма окуп турчу китеп текчеңизде кайсы китеп десе анда мен манасты айтмакмын манастагы сөз салт кайтуу кечирүү ынануу достук кайын журт менен мамиле үй бүлөлүк мамилелер анан жетекчи саясат жаштар маданияты каада нарк деген нерсеге мен ошол жерден жооп таба алам ошону окумакмын кез кез бир жылда бир кайталап окуп коем|437|2869|conversational|44100
wavs/SPEAKER_01/0010_01112.88-01147.63.wav|G|Гүлзада Таалайбекова|host|F|ky|1112.88|1147.63|34.75|эң сонун негизи бул нерсе бизге дагы бир сабак болду анткени китеп окуунун зарылчылыгы канчалык бүгүнкү күндө өтө маанилүү экендигин айтып атасыз да анткени китеп окубай туруп адам сүйлөөсүз деле кыйын эмеспи ооба таптакыр ошол эле учурда дагы бир суроом негизи азыр сиз ораторлукка жол деп атайын ушул буюрса иш чара алганы турат ооба ушул иш чаранын максаты анан ушул иш чарага негизи катышкандар негизи өзүңүздүн ушул иш чара боюнча айтып кетсөңүз жакшы болот эле|75|466|conversational|44100
wavs/SPEAKER_00/0010_01147.63-01375.35.wav|N|Нуркыз Кадырбекова|guest|F|ky|1147.63|1375.35|227.72|ар бир нерсе тил өзү коомдук зарылчылыктан пайда болгон да бири баягы байыркы опшиналык коомдо жүргүлө деп үн алышып анан чогулуп барып бирден арстанды өлтүргөнгө караганда бир аң уулап келген ыңгайлуу болгон үчүн бири ымдап ошентип тил пайда болгон да ошол сыяктуу бул курс деле бул окутуу деле бул багыт илим берүү деле зарылдыктан пайда болду иним үйлөнүп атты эле куттуктоо жазып берип койчу анан жетекчи болуп калдым эле мамлекеттик тилде жакшы сүйлөшүм керек болуп атат анан балам менен тил табыша албай калып атам кайнэнеме эмне сүйлөсөм эле жакпайм күйөөм экөөбүз отуруп эле урушуп кетебиз деп отуруп жөнөкөй күнүмдүк быт деп коебуз ошондон отуруп жетекчиликке чейин саясатка келеби коомго келеби башкарууга келеби тил зарыл аанокутуп отуруп бул онлайн курска айланды да үйдө отуруп анын убактысын да сыйлап менин убактымды да сыйлап менин башка мамлекеттик ишим деле бар да ошентип отурган мезгилде анан айтат да бир жандуу сүйлөшсөк баягыларды окуйюн дейм практикалаганга чөйрө жок аура жок качан келип каласыз сиз менен бир сүйлөшүп отурсам деп айтышат да анан ошого мындай жандуу жолугушууларды уюштуруу бизге мындай караганда киреш э залдын өзүнүн саатын аласың ошол жерде чай ичкени кымбат бир эле сүрөт тарта турган аймак кичинекей зона жасатса ошол деле алтымыш жетимиш миң сом бирок биз кээде финансылык кызыкчылыктан кээде бизге ыңгайлуулуктан башкаларга керектүү болуу деген миссияга чыгышыбыз керек да ошондон улам биз уюштуруп отурабыз жалаң аялдар үчүн анткени аялдардын өзүнүн психологиялык өзгөчөлүгү бар биз өзүбүз бир темада сүйлөшсөк сүйлөшөбүз бул жерде чогулуп алып эле э келгиле аялдар биригели эркектерди урушайлы деген нерсе жок аял эркек гармонияда болгондо гана бактылуулук болот жана жашоо жеңилдейт бул ал багытта эмес бир өзүбүздүн чөйрөбүздө жан дүйнөбүздө бири бирибизге окшош темалар бар эркекке мырзаларга тулпар күлүктүн жакшысы маанилүү болсо көк бөрүгө барган маанилүү болсо бизге отуруп алып сырдашкан же чай ичкен же бир айымдардын чөйрөсүндө бир жарманкеге катышкан ыңгайлуу болушу мүмкүн ошон үчүн бул жерде сөз анан күндө маани эң көп суроолорду берген көйгөй окуп алып деле кайра практикалай албай аткандагы болгон нерселерди системалап чыктык биз ошону жалпы берип коелу деп атабыз келген эле окутпай эле сатпай эле акысыз эле ошону айтып берели деп атат мына көйгөйү бар мына көйгөйү бар мына көйгөйү бар ошондо эле мынтип кетет деп мисалы бир окуяны айтып берейин мен шаардык кеңеште депутат болуп отуруп калбадымбы анан бир кичинекей көчөнү улам оңдошот түшүп калат чакырып алып эле биз жетекчинин баарын эле такалап жатып калабыз килемдин үстүнө отургузуп эле эмне болдуңар анан жеп койдуңар анан сапатсыз кылып койдуңар көрсө ал көчөнүн аты ключевая экен булак өтөт экен астында ошол булакка труба жаткырып труба менен өткөргөндө гана тиги асфальт үстүнөн түшпөй калды ошол сыяктуу алар аябай сапаттуу асфальт басып аткан экен болгону булакка көпүрө өткөрбөй калыптырбыз кайра ал жеп кете бериптир дагы жер чөгүп кете берет ошол сыяктуу аябай сонун окугандар бар өтө сонун илим кылгандар бар сөздү терип алып жаттагандар бар бирок кантип практикага киргизе албай атам дегенде астынан труба өткөрбөй калгандар бар да өтмөк ошого окшогон нерселерди берели деген мындай илгери үмүтүбүз бар кудай таалам аллах таалам ошол максатыбызга жеткирип илимибизди жугумдуу кылгай келген адамга сөзүбүздү жагымдуу кылгай деген аракетибиз зор мен ойлойм сонун жолугушуу болот болуш керек райондордо чет мамлекеттеги кыргыздарда көп бардык бул боюнча анан ойлоп көрсөк бишкекте уюштурбаганыбызга бир жыл болуп калыптыр оо|534|3561|conversational|44100
wavs/SPEAKER_01/0011_01375.35-01401.85.wav|G|Гүлзада Таалайбекова|host|F|ky|1375.35|1401.85|26.50|кылып атабыз тамашаа жакшы буюрса мен дагы күтүп атам чыдамсыздык менен иншааллах анан нуркыз эже мына ушул курстан сурагым келип атат негизи кыргызстанда айымдардын арасында талап көп болуп атабы анан көбүнчө сөзз байлыгымды өстүрөм мамилени оңдойм деген максатта келип атышат да ооба ошол жакта мындай сизди кейиткен нерселер кайсылар болду сиз мындай угуп|53|358|conversational|44100
